ID,Is_Lead
2N8FFP7W,0.15727378681942805
SA36MTFS,0.14972869010588538
8UDMURUH,0.3380328264921077
7VSQV6QN,0.3563983031004915
IFUG9NC5,0.18178662311139263
EQXDLQRG,0.4399220577719722
JAR8YY9J,0.18239051651335964
BS4TAF6M,0.18822976505087663
WQJ9SPT9,1.0151655917600155
7QHT4ON2,0.195115197709806
FNGPQN7B,0.3262433152950435
DDOMDZRU,0.8794295728032037
QYR9HXHP,0.34019717790625853
S4NGXFXY,0.10350784444188062
NOJ2KSCC,1.031511230130931
ZD2JRUNB,0.7206722024601496
GZIPTSNN,0.20689635985637994
LCFYUVE9,1.0512500084622804
PPANVU9W,0.1958365656415897
DRPV9STB,0.23741598603840708
AFSPF3WZ,1.1292558168798716
GPXEUNND,1.0503316495519075
NSADMDSM,0.19521885350757426
CKWJU8RQ,0.8098513347424383
F7MNZSSU,0.1967180363074866
BDGVMPZY,0.8240336148237222
IA3MSRTR,0.23154084868411945
JD3WTPMG,0.5972728933436324
QT6DF6EW,1.0149876808197984
NVDEMCZ2,0.17442362885996804
9B6UTJVT,0.20508170712753615
U6QYES9J,0.10894682018280448
DZQPDSPS,0.29383586535064843
CRGXVSBF,1.0419856108147483
XIHJYS2V,0.811224038280335
7X2MC5GZ,1.0464703517210143
ZBDVXTM5,0.20147363780701516
UUBQPBR5,0.2240675649058244
CUMZFBTD,0.28069890645871803
E7QXYSQN,0.11484100906270076
6UQAJP48,0.25768079631838686
QHWB768Y,0.20295549775083718
R6RXMXOJ,0.4228919245101791
WXQGZG5K,0.12776578959867219
GCUFKLHG,0.18117843369948833
SJX4372M,0.17953761548376407
VGEAMUZZ,0.2764395562463822
ZWDXVKDF,1.0376263447280725
WGMRCYLR,0.16371348840975758
SI43K5CY,0.28953536533837676
DSNBS2RS,0.38188343328831975
XIMZCKSR,0.6765690095204421
VEW9FXHT,0.09941068529144684
JZJHDDDJ,0.6870421709409902
4TYUR5HA,0.6921033166774765
UHCDFDRX,0.47997212852159066
E5QMOFUM,0.3046287838033729
PSNVWDZH,0.21599228004771617
5IQSWONG,0.2083998875261172
CEAZEPY4,1.1366796390077616
2TNRJXRX,0.11895504448899621
BFROCARA,0.2122243113710387
GRTJMRKM,0.09508942431422127
6EDAM4EU,0.27044423509290577
NRDB58KL,0.2033903372183568
TCPJCWZR,0.15653199616470748
KG8LD2BE,0.12804804456146696
FHZ3XFDV,0.2962050640344977
NZKCSDZ4,0.40901993482831434
6DG6KJG4,0.1851472381125167
BVPKDUNU,0.30975219670108667
APR4PQ6X,0.2017924811870212
HPWS8YFG,0.29309269264215454
VRPBGTPU,0.17361286362413908
XBCSX7G7,0.15314491977476696
KEH3G8UA,0.3399730281030177
WXNAVFLT,0.18455208073030052
8J8NJ7M6,0.30519124893663224
D4UW7Y85,0.18725981200035435
SZRESXN7,0.18097703157166986
UUQSXK5T,0.19071453189491205
GPMUKOVY,0.6292669112466498
6FYOKAZ5,0.3173991003645591
ENUB4N9S,0.4577472808291027
KERBCSGE,1.1425200536481337
7HTA4C6J,1.0333308415158013
4BTVMT6W,0.19963365055593352
MR3J9USD,0.5440387135501695
7S83FNQW,0.8413303052483908
MSOKLC7S,0.11512806888570462
GFMNATHU,0.15757976237611115
NG4ABA6H,1.1133388466418954
3GFHRAQY,0.5283530872055913
BCSGZZPE,0.3446351733242377
PQ9MCGZC,0.22794130181629746
K7N596CG,0.17944378653560636
8RUL6JEE,0.17863549851479052
CVOFJRMP,0.19581828861870446
B4FQX4HG,0.19861971091710118
W7HAQKDV,0.19632040823982605
8C5PKJ7G,0.19079943553469567
E4GQJZSQ,0.18482609388972054
UENREGNV,1.043069919899421
CC4LYHEW,1.0472363372941826
GDKGLTBT,0.15879903424562014
G3ER8CGX,0.19472455556467105
ZG4KT59X,0.11531881479056813
LW93KJMZ,0.7356573580196207
9AR5FBSQ,0.7508331246910575
FHLWDMRV,0.2985701078435354
EON5DCWD,1.1330291094828353
J8UXTMYV,0.4777590611893582
IXBW5HZH,0.16406477025046418
LDHQB458,0.17012770853538456
GNHTIKF3,0.17058276567907074
8NO22KTE,0.12086267951425586
SGJFSSJK,0.43423236113287206
TD8D3NDD,0.20799281300029898
8RQ27JGU,1.0419753588255356
A8GKBMBO,1.000579756287788
ODVMNUDE,0.7562210742168519
EA5CRL7L,0.1828388166175845
6UI7RPCH,0.5792688767406414
7BJYM94L,0.1897589086670347
X3PZJF7F,0.7453331837365098
YCSSMPV7,0.7641700248340709
4EV9VXL8,0.7300236350468261
IPNJFQTY,0.4340558953850876
XPWNJRJC,0.1330392667576037
3WHNSBRB,0.4011571185493963
U245YKM8,0.15566432330617155
68EFFKBB,1.0639232318551777
NEUII7AB,1.1323558743521582
F7CSLYWT,0.21519162103495315
5EOMOZHG,0.4014238967907521
6CYUTUFN,0.6710105200286615
K7YUC8LF,0.49734778509443667
LSMCXMXA,0.18198964508439353
AALPBPBP,0.18746150758846603
ZPX6VOH2,0.22217142102645016
CDBFWQGM,0.3068888874515933
JUQ76NJV,1.0276548453646768
QHE7UULR,0.18493800255675302
JRMNMZJA,0.1889333813148035
GZ4EZZFX,0.3463641813755828
9L9JFIAR,0.7637652114156335
GTOE4RN4,0.34352921726625585
CUYE7ST4,0.5496763088312974
FFM6DHEA,1.0521250841971392
5XUK7XLZ,0.7640325456203774
4HTGJEEZ,0.19181990134508126
RWYBAMRG,0.3018861632641224
RQZGBGGN,1.0387942339063518
ITVSUTU9,0.4934166419760253
6UMDX7NQ,0.6587395944616162
4IVKAFYY,0.7929814454415749
ZKYOSQEU,0.8230712022828112
9JYXIDL4,1.1299741109645014
XNURWQBT,0.20254872337930996
HVNIJFQC,0.13687787664599532
CGGVBJKZ,1.14298731486981
JO9DV3NY,1.029730140422343
EYENUQR9,0.6416798078784107
FPU4ZI8H,0.23661483997554644
2MALVTY4,0.228089030455014
QN4REV7D,0.18699412513913116
27F5ZEQA,0.24028122401660224
MKJUE4K2,0.29230731313206076
4ECWF4DN,0.19680014074201027
KWBJAQMY,0.1578436088016928
3YAW8OEY,0.3041461408948528
ZHHFH7H9,1.0549509737734941
BO2822VM,0.26704234130586624
NQZUPVUA,0.14902465202713225
MUT2PZ7T,0.6287362231117469
2MFKPCPS,1.0502927650599085
4RLVOVMJ,0.9047559590743972
JISGN7XF,0.18603635598858909
NNOFHDAC,0.19257028953996153
ODE23CPW,0.10969098265081571
ZNTYNFME,0.41042001503614045
NQM48VKU,0.33302754270205076
DGVBCYY7,0.1386958069253743
9F38NUKC,0.41434506116008213
3Z7KCIZS,0.14520359914278408
ERAX3STD,0.20859684858605054
N9TCDYYG,0.16745386176776345
R4UMWUZK,0.23303167279023423
CPERTJBJ,0.2987104159919215
4XK5BMA9,0.16546787041216088
2PKDM5B2,0.16707095871305339
SW5GTHZN,0.7033441340732918
ATJAEQCJ,0.2946323248682121
NHNXBSFY,0.35952994115977355
NRGYTYZJ,0.154557934560679
UZNABWAT,0.19328753733257298
CVP3VZN5,0.2047438015274896
JEAYZXKC,0.17516534239613418
87LFEVTZ,0.5858320447704735
N7ZEJ2CQ,0.19686207718340945
AQT3ADAP,0.18827655555440959
WC8ROKF8,0.17270099489433652
D9HWEXEV,0.24753031985859442
MMHWGZCN,0.18516794401122655
YKCAQFHU,0.4775054148049197
NDPFBA9X,0.6765010875978836
3T6C7AEA,0.44034162813238636
GZWB38J9,0.15110976633881862
OFTXYNYQ,0.18198015748775587
QYZQIXBJ,0.7539779404221295
N7PJT5HO,0.19958269120478067
JP2PNX9X,0.4528536960625196
N3FUZDIH,0.18396292656617766
UXKAVBLS,0.11267299764572195
G24JWDKS,0.16052078179974505
HQOKKQVX,0.5113867270159932
HTXFVZZG,0.1786968665751245
3TJKVA4J,0.15676759866334608
CRGS7FPX,0.1451220596274303
BTRJTMR3,0.2837892111047737
ERLPQML7,0.11658297297362732
9FDFXYAW,0.766741247220086
MEEKFDZZ,0.16230970037895737
ZGY8ETLW,0.5221360400884654
AXVUJHT9,0.18036531383678772
35ILRW7D,0.7797979053185092
DR2U5JQX,0.18310660401828677
WHZ7CEY6,0.5587694549564124
UCPMS2KF,0.1941065122069935
HB6MJHDN,0.49693065995590974
7NWFPJ2X,0.3313296832877154
4QXD6K4K,0.43708042972683664
D6H3RTAZ,0.3160129474384416
L67WSXUY,0.22960753924043015
IXHVY78L,0.25950736652169426
H6KE88O6,0.5721499209514147
EAPKN7G8,1.1411657203435546
GQXJSFJE,0.37629193809328965
BVHSRABV,0.20634675579007383
DUY76GFX,0.34536312892730126
O7H9KPSD,0.6962134076042202
6EDBA5AN,0.2320288607399611
V24CAXFM,0.22374624957429806
SERPSAWP,0.11729830234487396
H47QYY5K,0.2042839234239248
5TYQNFPE,0.7181831167710415
HGDB7KMR,0.7750757657565361
DWH8Q2S3,0.4216073178265179
USNBQZAK,0.16158082685688452
I89VR4AB,0.23222089862924628
ATZVVXWJ,0.7640170494562181
HOKP6ZTS,0.20400841126887576
ZDKT2SSW,0.19032205421717804
DK5HJYQE,0.1589926100966641
ABKW7FGW,0.2710261031616448
BCSW3W7T,0.18034435383344566
6T4VNEWD,0.847823026137526
XBALBNYB,0.5770986281305645
NWMJR3W5,0.18484855166506126
Q5BJ4ULE,0.1855077358328711
DOFSPEWD,1.0525785780070158
ANX8FUBJ,0.18235171583982634
KPR67SVO,0.12363541837099352
44EV7IJE,0.14413691727482175
VZEK4IOK,0.7651734313700681
CZMKWRQN,0.18896424994187294
VGQUQLXT,0.39193342116029944
MS6GASNJ,0.1418630874942655
4ENG9TKV,1.0029023417409142
UHRRWLGR,0.2024112394001456
APFSHZYP,0.18331720140958863
M7MURWXC,0.7320161009536605
3EOATQBT,0.1483331096736104
MDZG7EZX,0.1919814300167224
QZ6LSSTB,0.1769399564393326
Y7EEZYYS,1.068830736041297
RYKLU6HL,0.18762556091576552
CWQ8OAQ8,0.1675034201945313
WSFUNE28,1.0464682348369412
9PFQKPRB,0.16853383885203965
MCLXWKBC,0.15631147368576062
NWDXDZEN,0.5615324470910891
EBLDBRDR,0.38668321844166637
CJRW5JYT,0.5695440638684617
CMMKRNUZ,0.41231520557135043
EATPTPY3,0.17871832835957605
J5AGUF6Q,0.21074122931824052
8WYO2BBG,0.65135912966797
9EPXIMZB,0.17613270432851558
UZERUG9W,0.26758699800162805
QEQ79QUC,0.212971439890292
ZNHVE7QZ,0.29686974047045045
PU3J43GY,1.0505822450903552
HWDBXAUK,0.1910079240583672
W74BHIAD,0.2418264600364987
MGLDAPOA,0.20346919754810386
BYFCPDX5,0.27893154927375907
S2QDUDEJ,1.1257266122762806
HBYRWBWL,0.11784952852117221
8CIAWHWZ,1.0433091792735016
ZFYFFXT5,0.30814072486394717
UGIADHRB,0.37098610838194374
JDDGRBSU,0.5322731939966444
NBS2LTYW,0.5881972622900251
DBKM3FRW,0.34619415984206026
GLBHRXKB,0.155902575027539
9WDPTNCN,0.11714344649348377
NVVVFQ9U,1.0541924648438206
6AT635HW,0.2532930011370292
HPHDI6NN,0.17568382475379452
CPNAGJ95,0.1654081304201377
FY6AFNCK,1.1299056680284312
KWQAVZOE,1.068181008791531
HGBDE3LM,0.7638815160983473
SYKEB6EV,0.19450011604616452
9BROJWWS,0.6738100747469629
CG8DGVAV,0.4705641680218619
H7MT8CNK,0.1805111115071803
GJVVWNKN,1.0492987977068506
FXWTMJDG,0.29957114915519445
OSNGFACM,0.21015102175810604
PBFT55CF,1.1229857615466132
4P8GFHSL,0.15675989228603124
9ZZ4F4XF,0.7191795645297915
CN4YERMU,1.0327320303271026
8TUDLTWK,0.4463898459352603
USFZPY7Z,0.11724370879366376
VBJXREA8,0.13729608712073754
9LBNXHQ2,0.44405029652711003
PY6HCDWF,0.1730315734889688
9VJMJR6X,0.18904162996216395
4GAEJIQO,0.163356862340277
F34SD6YQ,0.20121880313034546
HZ3BZVH6,0.42263827793713893
9WVBAWEY,0.4371289355620195
BPNYRSEH,0.1796964711511212
7OGHEHO3,0.36493475909001266
LRJZMHFT,0.16184407062166964
PCHQW72T,0.7552161717404572
BFJQGRFT,0.6683017127712183
UVJ6UYBF,0.2857704224002377
LRVO7MCH,0.5174831594508796
EAOF4EYO,1.0313670282659562
5HPCBEQQ,1.068185993847116
8FJBKABE,0.20459278348566018
27J5UDAU,0.1651935515771754
4MAT9RSM,1.0550120279147481
SBDGZSY9,1.0544308664370035
HPYN9M2Z,0.20077143419050125
G7D2BESM,1.0087109517994146
TWN7YQPN,0.17115590270616288
BJRGMNFZ,0.2892242658124566
9HFPJV3S,0.20008852944112338
6WKJAUAG,0.17310337682696753
BZUANVCU,0.43284511477153825
NYWLDSFZ,1.05296671139229
LTW8JGAZ,0.17784741360489914
IMDQJUTW,0.19646136869472053
AVHZRCH8,0.5104228307618991
LTSDWAVT,0.16455135062254814
9WVKLADB,0.7513245040987989
GXDSQJS2,0.15670903358430452
4IHXKUNA,0.6480026155851767
BTYDUQPC,0.1890737448358945
BKCNFM72,0.2914345591513468
UMVSSZ9N,0.2100872494732996
N2STVKOI,0.1893579426676998
ZZJQB3EY,0.7393464080478365
FZJK9GH7,0.24783575978876954
NTIWWNVB,0.13425157084534767
NBCRWUBE,0.42036352480816913
UBPYOBYG,0.2262925810774994
K8RKMGVW,0.8525136786441024
HFTH3NC2,0.13756907761710888
759LCPDE,0.4283216598950717
DYKME2AY,1.0624656777040284
VZHURNZD,0.13768638261358881
EAJJBYHU,0.6052962106072945
T97TKZNT,0.7171798737504688
IXOEQ2YD,1.0408494865613083
BWKXTBCF,0.20144120058366033
DNKPRVB3,0.526786826139695
JQCF2PXG,0.15281551561373102
GIABLCP4,0.17138574939105455
FDIC7S35,0.851028967180332
5RTNFJEV,0.12973166587172416
OBZ4CU77,0.19572479927493724
XMVX6WEB,0.3333775369962173
MHARJGPA,0.1581479029625636
2QI5GPDU,0.7891711327308848
AE2NBAJ3,0.10972259286601319
MDLANJZG,0.1252592448610521
7TAP99MA,0.43431207701641056
A6AMKR2Z,0.45784663296312617
DX69CFXV,0.2177376134289797
HKCKEKV4,0.3903962839489967
CBNWXPJJ,0.5491558183915899
Z3SJXFCA,0.26324319996128503
RHTCABWR,1.074664232936272
ILGMVREG,0.35025188337211893
BZK32SSP,0.18711585744999576
25RR4UGE,0.19150118527213594
9ZQFVNWY,0.27644776092503803
FFSTFCAA,0.23209044304373655
MBEDAX9Z,0.24601559668794099
IYERPTUY,0.28989751062415436
SBNMNBJE,0.11821472249849604
CPWDDHBP,0.6889511939839947
EN5EXSVB,0.15231275451009918
EFT7687S,0.21498707401495035
DUPIVFIW,0.17443151725856387
HTVBHNFH,0.1883622321639719
GFTV6AXH,0.2032782382052008
NTNK2ZYN,0.18868200024151593
NZ2MDLPM,0.40416227670569677
UU4ECFQ5,1.051655428034899
FFWGNGVJ,0.17785197566912403
JDQIBLRI,0.16079081681336194
ZAWUVVWA,0.18657834902509507
FC24V4XD,0.4365344858232896
EKTZZYA2,0.22864872008425502
RVRMHDD8,0.15997310401620324
3RASGR5Y,0.5302088390616438
QRBESHHG,0.19852502077362583
MXYLFHSV,0.20740009127354372
TY85POPR,0.27932182987093596
BHXO9INE,0.16007146846995318
S2RKLYZH,0.7235185089614031
98GUQS9R,0.7525406883832111
6VD8FK4Y,0.21678665158519517
FMUHBZHQ,0.2091494425889448
IHQY3US8,1.0399514003052357
VDSNW6DR,0.2250508618659302
JF8E8TCY,0.3914519674829622
EKVBDN5B,0.36867432170282244
LJOYHFHT,0.2299391200998645
8WBDXKKG,0.7083384597151896
LNAASJ6O,0.18608241244968338
HGTW39J8,0.221983374391613
AMYH3YSJ,0.32999305172555277
QZRPEWE6,0.19277577634006043
9RBSJHBJ,0.5451353471184948
EFZ3ADG9,0.20178532243952885
CMQX6K9J,0.40675137983984005
DBVXEJCR,0.19132903784187638
PLYKWBFR,0.17342438575646899
7QNURUDE,0.1656108165191928
M8TD2YPV,0.47928990050751047
JVJZVKUJ,1.0388792835404639
XVUVCSM8,0.772131450142619
C9CMNJEH,0.4460976263347742
IQLV6HTY,0.26162661387905206
ELG7YZUM,0.17527871061911027
PU9KWVOH,0.7653296604646453
HAYJGRRV,0.24308793265412504
KBKUHSLA,0.2932048296379291
USL6KBDY,0.17109470903904417
ZGLCSKTI,0.20538826914695013
9JQWNRGA,0.32087998842150256
EBVUVT88,0.19883633776900855
9ZU5GNSK,0.4301313889194543
EC7NIRSV,0.18836145391372167
JJ23TDTX,0.2150410675766186
IZWY5RYD,0.23713171504354216
TSYCNH93,0.1701729334786845
QSY6Q77W,0.49343824323675056
TOBSGQ3J,0.467981230635847
FKGE6YRE,0.7607046297676835
MGAYPPJE,0.182929044266968
IJRFUH6V,0.3926009711640783
KX9Y3LCV,0.18597885514553553
2ZDDJYHE,1.0404075893809355
NBMLMYQE,0.18682281304862197
E8XWCECR,0.49523659075350485
5FP4HKBU,0.32467523587056824
FUKFFD3F,0.5414592980372025
8BDSMQUY,0.15621806768744712
39T7KUFC,0.193763185363985
HZSPWI2U,0.7942884894147083
LEJJKOWC,0.1633830059087554
DR5F2HVS,1.0491750662371948
BJA5TRWJ,0.5949993076382775
NCVH9WFE,0.27849088913880693
ME3XYUC5,1.022310031044175
VLCHSDHG,0.1834479790385108
59CV3HQQ,0.3474187691550835
JTAEBBQM,0.14955761029662565
OBHDYLE2,0.46547566530739926
EUEGA65T,0.16057267489776564
MO9XWHWE,0.31740947601878394
K3JSVGHE,0.1887754477300861
JFHAQZQM,0.16616874701024187
22IQJE4I,1.0305727703797687
F57YH86H,0.19867273375332994
BPNYWIPI,0.25799759362499636
FJB78783,0.29720969204034947
DIVE6ZUL,0.21272915727796676
YACVPC9M,0.5316577572156017
A3FM9UVE,0.1780824152064123
9NE6ZC2Q,0.3072032025609146
4NHTDBJN,0.28754388163397177
3FH863BT,0.11046789277495461
3UBBVIGN,0.6166097594847779
NNP9TLV2,0.6580650544835027
SA7VUUTE,0.15231435358067308
ROG7ONJG,0.7531130889399896
ICEBXJHF,0.2947862699609127
HFTYHFAZ,0.2043235945810146
EC5IQBEK,0.1748623231376371
VQPXGNJV,0.1546772694293494
BNE8WOYV,1.0428736154256668
MKEXSYJN,0.18842974411029345
B2MY2KQE,0.3220888899565832
GZVND3WE,0.6553093024940714
JZ8ASRBZ,1.1266731971689907
UMQWVVHH,1.051241173154415
MDGISGP7,0.16114570456271654
JMVHKVGP,0.1559466241573776
G5GPWASE,0.7670673492386906
A9H3PMBD,0.18178904048412148
DKEMLQCU,1.0419013849718435
VVPNRFRF,0.9889203210562069
AVIBMJNL,0.3968704825624986
3FNEIWTQ,0.16854606954417845
WMQIVFIH,0.23260108950085512
GUSEEXX5,0.535597761774372
HZBZ7QMH,0.18129503087235785
KMTZWEXS,0.12635789723756174
62AXBXBL,0.27004705624199354
FW6GESXM,0.13768831158115333
A67RATVB,0.19827024839442042
HUWJHKEG,0.20488570968622777
KCHF33KH,0.29879115470337825
CJUKTB4B,0.2320701072119783
FA8NWHGK,0.2472377822020822
6UZE4NSH,1.0450048747031258
4UUZBMXW,0.47276127340127805
QMRXRYDB,0.13996002946044533
M3A5BVAC,1.0777194701417978
II63YKTB,0.19781539777588417
4OYB27TY,0.4095494368617692
IEN9X6H8,0.25984714208406534
U9VVATUM,0.5082574870253947
SFOYCMRR,0.8363604294326821
O7WYJHA5,0.5868275967003298
STEKRYHT,0.1037957639099413
QSX9J6OF,0.6156855101848467
EVT46GYN,0.1379190544440375
IQHUPR8Z,0.22078861959702184
98WUTF8M,0.10830847628237378
5JUSHPUM,0.18281820414187974
9FMK8FZU,0.16330945290844273
WPWW4JUN,0.7770231472651422
8QUXAAHS,0.2999629226029218
EU8RGIP7,0.20426178474974735
BFT7ZJQO,0.18008983483902982
4EQAO8W3,1.049214044676991
F3RWQSVQ,0.45681555728819795
FUA3S84W,0.1815059847273024
G9WITTNH,0.18783625594017467
TE4CM6N8,1.1296829250758846
L93TY7Q6,0.12035700694234103
MK46HOFS,0.47705319191482504
NSUSAJ7C,0.11815249954698229
ZQXJP6PH,0.3395910139445737
YX6PNVKN,0.18560244120121638
7V7IJDSU,0.5348529798070442
BSDHE7F2,0.598887274076406
DV5EXZEZ,0.9968199936592363
VDKS85PW,0.6223254089640031
4W48SFHV,0.7117349107170801
ANGVCUXZ,0.18586527367999772
IOST7D8C,0.8515991130858216
HAQAECZX,0.12711937318351868
GAB49KQU,0.9845982978455691
GEBCXWCU,0.25287289746130304
JPT2DAGQ,0.7854491252406499
RXYEGKFP,0.8106062682892992
4R6HCRNW,0.20325532133378937
MWRTSE9B,0.16770007990437039
JAC7FJCA,0.7114638336315585
5DCT43QX,0.10217839331355932
GFZMAKDD,0.18163264773098814
8WVWSZNF,0.1869474802735731
KCBVOKZ8,1.0512304747658785
